## Fri Feb 17 08:44:46 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
blr7482	224911.27355765	3.95e-127	362.0	COG0597@1|root,COG0597@2|Bacteria,1RGV9@1224|Proteobacteria,2UBUC@28211|Alphaproteobacteria,3JT06@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lspA	-	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
blr7483	224911.27355766	3.15e-173	483.0	2AXUQ@1|root,31PVX@2|Bacteria,1R6KT@1224|Proteobacteria,2UGTF@28211|Alphaproteobacteria,3JU6Y@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr7484	224911.27355767	0.0	918.0	COG0612@1|root,COG0612@2|Bacteria,1MVST@1224|Proteobacteria,2TRFB@28211|Alphaproteobacteria,3JRIY@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Belongs to the peptidase M16 family	MA20_05655	-	-	ko:K07263	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C
blr7485	224911.27355768	0.0	933.0	COG0612@1|root,COG0612@2|Bacteria,1MU6R@1224|Proteobacteria,2TRMX@28211|Alphaproteobacteria,3JSBY@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Peptidase M16 inactive domain	pqqG	-	-	ko:K07263,ko:K07623	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C
blr7486	224911.27355769	1.77e-89	263.0	COG1186@1|root,COG1186@2|Bacteria,1RH75@1224|Proteobacteria,2U9M7@28211|Alphaproteobacteria,3JY9E@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	J	Class I peptide chain release factor	MA20_05665	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0003824,GO:0004045,GO:0005488,GO:0006412,GO:0006414,GO:0006415,GO:0006417,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016043,GO:0016150,GO:0016787,GO:0016788,GO:0019222,GO:0019538,GO:0022411,GO:0031323,GO:0031326,GO:0032268,GO:0032984,GO:0034248,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044877,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0052689,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0072344,GO:0080090,GO:0097159,GO:0140098,GO:0140101,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112	-	ko:K15034	-	-	-	-	ko00000,ko03012	-	-	-	RF-1
bll7487	224911.27355770	3.34e-86	255.0	2BN61@1|root,32GTA@2|Bacteria,1RJCT@1224|Proteobacteria,2UAKR@28211|Alphaproteobacteria,3JZJG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr7488	224911.27355771	1.94e-91	267.0	COG3474@1|root,COG3474@2|Bacteria,1RGSY@1224|Proteobacteria,2U84R@28211|Alphaproteobacteria,3JYUJ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	Cytochrome c	-	-	-	ko:K08738	ko00920,ko01100,ko01120,ko01524,ko02020,ko04115,ko04210,ko04214,ko04215,ko04932,ko05010,ko05012,ko05014,ko05016,ko05134,ko05145,ko05152,ko05161,ko05164,ko05167,ko05168,ko05200,ko05210,ko05222,ko05416,map00920,map01100,map01120,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05134,map05145,map05152,map05161,map05164,map05167,map05168,map05200,map05210,map05222,map05416	M00595	R10151	RC03151,RC03152	ko00000,ko00001,ko00002	3.D.4.6	-	-	Cytochrom_C
blr7489	224911.27355772	1.61e-93	272.0	COG0346@1|root,COG0346@2|Bacteria,1RI06@1224|Proteobacteria,2U77N@28211|Alphaproteobacteria,3JYGH@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	lguL	-	4.4.1.5	ko:K01759	ko00620,map00620	-	R02530	RC00004,RC00740	ko00000,ko00001,ko01000	-	-	-	Glyoxalase
blr7490	224911.27355773	4.64e-129	366.0	2BXMA@1|root,2ZBQ1@2|Bacteria,1MXZ1@1224|Proteobacteria,2TUF6@28211|Alphaproteobacteria,3JT8C@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	(twin-arginine translocation) pathway signal	-	-	-	-	-	-	-	-	-	-	-	-	-
blr7491	224911.27355774	0.0	1065.0	COG2303@1|root,COG2303@2|Bacteria,1MU3F@1224|Proteobacteria,2TT3C@28211|Alphaproteobacteria,3JREI@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	GMC oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	GMC_oxred_C,GMC_oxred_N
bll7492	224911.27355775	1.53e-72	217.0	COG4321@1|root,COG4321@2|Bacteria,1MZP2@1224|Proteobacteria,2UBZU@28211|Alphaproteobacteria,3JZPJ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Ribbon-helix-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	RHH_4
blr7493	224911.27355776	0.0	1161.0	COG0323@1|root,COG0323@2|Bacteria,1MV61@1224|Proteobacteria,2TR2M@28211|Alphaproteobacteria,3JT55@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	mutL	GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391	-	ko:K03572	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	DNA_mis_repair,HATPase_c_3,MutL_C
bll7494	224911.27355777	1.67e-128	365.0	COG0742@1|root,COG0742@2|Bacteria,1MXKW@1224|Proteobacteria,2U70Y@28211|Alphaproteobacteria,3JR5U@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Conserved hypothetical protein 95	rsmD	-	2.1.1.171	ko:K08316	-	-	R07234	RC00003	ko00000,ko01000,ko03009	-	-	-	Cons_hypoth95
bll7495	224911.27355778	0.0	1015.0	COG1187@1|root,COG1187@2|Bacteria,1MUCE@1224|Proteobacteria,2TQP2@28211|Alphaproteobacteria,3JUYZ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	J	Belongs to the pseudouridine synthase RsuA family	rluB	-	5.4.99.22	ko:K06178	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
blr7496	224911.27355779	5.95e-106	305.0	COG0590@1|root,COG0590@2|Bacteria,1RGU0@1224|Proteobacteria,2U77Q@28211|Alphaproteobacteria,3JY4W@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	FJ	Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)	tadA	-	3.5.4.1,3.5.4.3,3.5.4.33	ko:K01485,ko:K01487,ko:K11991	ko00230,ko00240,ko00330,ko01100,map00230,map00240,map00330,map01100	-	R00974,R01411,R01676,R02922,R10223	RC00074,RC00204,RC00477,RC00514,RC00809	ko00000,ko00001,ko01000,ko03016	-	-	-	MafB19-deam,dCMP_cyt_deam_1
bll7497	224911.27355780	1.62e-229	630.0	COG0596@1|root,COG0596@2|Bacteria,1MUVB@1224|Proteobacteria,2TREP@28211|Alphaproteobacteria,3JSFP@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Alpha/beta hydrolase family	MA20_05720	-	3.8.1.3	ko:K01561	ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120	-	R05287	RC00697	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1
bll7498	224911.27355781	1.18e-313	853.0	COG0151@1|root,COG0151@2|Bacteria,1MUAH@1224|Proteobacteria,2TQR5@28211|Alphaproteobacteria,3JSI5@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	F	Belongs to the GARS family	purD	-	6.3.4.13	ko:K01945	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04144	RC00090,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	GARS_A,GARS_C,GARS_N
blr7499	224911.27355782	1.08e-244	672.0	2DZX8@1|root,32VMB@2|Bacteria,1N09J@1224|Proteobacteria,2UIW0@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Lysozyme inhibitor LprI	-	-	-	-	-	-	-	-	-	-	-	-	LprI
blr7500	224911.27355783	2.21e-109	315.0	2EP80@1|root,33GUP@2|Bacteria,1NGAM@1224|Proteobacteria,2UKI9@28211|Alphaproteobacteria,3K542@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bsl7504	224911.27355787	3.88e-61	188.0	COG1846@1|root,COG1846@2|Bacteria,1RJ4D@1224|Proteobacteria,2U9KA@28211|Alphaproteobacteria,3JZG6@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Winged helix DNA-binding domain	MA20_05735	-	-	-	-	-	-	-	-	-	-	-	HTH_34
bll7505	224911.27355788	2.74e-139	394.0	2ES6B@1|root,33JR3@2|Bacteria,1R6RW@1224|Proteobacteria,2U2FS@28211|Alphaproteobacteria,3JX6M@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll7506	224911.27355789	8.3e-225	619.0	COG2267@1|root,COG2267@2|Bacteria,1QAWD@1224|Proteobacteria,2U3Q5@28211|Alphaproteobacteria,3JWFH@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Serine aminopeptidase, S33	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_6,Hydrolase_4
blr7507	224911.27355790	0.0	1028.0	COG1570@1|root,COG1570@2|Bacteria,1MUA4@1224|Proteobacteria,2TR1R@28211|Alphaproteobacteria,3JR19@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseA	-	3.1.11.6	ko:K03601	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_L,tRNA_anti_2
bsl7508	224911.27355791	3.19e-45	145.0	2BGCV@1|root,32AAJ@2|Bacteria,1NAQ3@1224|Proteobacteria,2UGYY@28211|Alphaproteobacteria,3K12E@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll7509	224911.27355792	7.08e-221	608.0	COG0412@1|root,COG0412@2|Bacteria,1R5J6@1224|Proteobacteria,2UE6V@28211|Alphaproteobacteria,3JVDW@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Dienelactone hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	DLH,Peptidase_S9
bsr7510	224911.27355793	9.18e-49	155.0	COG3908@1|root,COG3908@2|Bacteria,1N7PA@1224|Proteobacteria,2UFTN@28211|Alphaproteobacteria,3K02P@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Uncharacterized protein conserved in bacteria (DUF2093)	MA20_05765	-	-	-	-	-	-	-	-	-	-	-	DUF2093
bll7511	224911.27355794	5.67e-64	195.0	2AEF6@1|root,314A6@2|Bacteria,1N9N4@1224|Proteobacteria,2UCWT@28211|Alphaproteobacteria,3K1B8@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll7512	224911.27355795	5.71e-109	313.0	2AJ8N@1|root,319TJ@2|Bacteria,1P8WH@1224|Proteobacteria,2UY7D@28211|Alphaproteobacteria,3K5AA@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll7513	224911.27355796	5.83e-73	219.0	COG4274@1|root,COG4274@2|Bacteria,1RDIZ@1224|Proteobacteria,2U7KG@28211|Alphaproteobacteria,3JYX3@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	GYD domain	-	-	-	-	-	-	-	-	-	-	-	-	GYD
bll7514	224911.27355797	3.73e-240	660.0	COG1663@1|root,COG1663@2|Bacteria,1MU8G@1224|Proteobacteria,2TTZ4@28211|Alphaproteobacteria,3JS77@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA)	lpxK	-	2.7.1.130	ko:K00912	ko00540,ko01100,map00540,map01100	M00060	R04657	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	LpxK
bll7515	224911.27355798	0.0	877.0	COG1519@1|root,COG1519@2|Bacteria,1MU9F@1224|Proteobacteria,2TS37@28211|Alphaproteobacteria,3JTXY@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)	kdtA	-	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02527	ko00540,ko01100,map00540,map01100	M00060,M00080	R04658,R05074,R09763	RC00009,RC00077,RC00247	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT30	-	Glycos_transf_N
bll7516	224911.27355799	2.36e-100	291.0	COG2121@1|root,COG2121@2|Bacteria,1MZID@1224|Proteobacteria,2TSGQ@28211|Alphaproteobacteria,3JT7J@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Domain of unknown function (DUF374)	MA20_05800	-	-	ko:K09778	-	-	-	-	ko00000	-	-	-	DUF374
bsl7517	1038867.AXAY01000028_gene4769	1.57e-54	170.0	COG0483@1|root,COG0483@2|Bacteria,1N7D7@1224|Proteobacteria,2UF6T@28211|Alphaproteobacteria,3K0ED@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	G	Domain of unknown function (DUF4170)	MA20_05805	-	-	-	-	-	-	-	-	-	-	-	DUF4170
bll7518	224911.27355801	3.55e-172	480.0	COG0483@1|root,COG0483@2|Bacteria,1MV4W@1224|Proteobacteria,2TV4R@28211|Alphaproteobacteria,3JRF8@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	G	Inositol monophosphatase	suhB2	-	3.1.3.25	ko:K01092	ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070	M00131	R01185,R01186,R01187	RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Inositol_P
bll7519	224911.27355802	0.0	911.0	COG0312@1|root,COG0312@2|Bacteria,1MUVW@1224|Proteobacteria,2TSAV@28211|Alphaproteobacteria,3JR0G@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Putative modulator of DNA gyrase	pmbA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564	-	ko:K03592	-	-	-	-	ko00000,ko01002	-	-	-	PmbA_TldD
blr7520	224911.27355803	6.66e-115	330.0	2E431@1|root,32YZE@2|Bacteria,1N7IT@1224|Proteobacteria,2U6AF@28211|Alphaproteobacteria,3JZ90@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll7521	224911.27355804	2.38e-222	613.0	COG0382@1|root,COG0382@2|Bacteria,1MV4Q@1224|Proteobacteria,2TT3I@28211|Alphaproteobacteria,3JSFB@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	H	Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate	ubiA	-	2.5.1.39	ko:K03179,ko:K06125	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117,M00128	R05000,R05615,R05616,R07273	RC00209,RC02895	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	UbiA
bll7522	224911.27355805	3.12e-143	405.0	28WB1@1|root,2ZIBH@2|Bacteria,1MXYB@1224|Proteobacteria,2U1VT@28211|Alphaproteobacteria,3JSP3@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr7523	224911.27355806	4.83e-177	493.0	COG1385@1|root,COG1385@2|Bacteria,1MXCU@1224|Proteobacteria,2TS0N@28211|Alphaproteobacteria,3JUEI@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	J	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	rsmE	-	2.1.1.193	ko:K09761	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltrans_RNA
blr7524	224911.27355807	6.47e-266	729.0	COG3705@1|root,COG3705@2|Bacteria,1MWIG@1224|Proteobacteria,2TTQ4@28211|Alphaproteobacteria,3JRWT@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Histidyl-tRNA synthetase	hisZ	-	-	ko:K02502	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R01071	RC02819,RC03200	ko00000,ko00001,ko00002	-	-	-	tRNA-synt_His
blr7525	224911.27355808	3.67e-229	631.0	COG0040@1|root,COG0040@2|Bacteria,1MUCY@1224|Proteobacteria,2TT0H@28211|Alphaproteobacteria,3JTWP@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	F	Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity	hisG	GO:0000105,GO:0003674,GO:0003824,GO:0003879,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.4.2.17	ko:K00765	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R01071	RC02819,RC03200	ko00000,ko00001,ko00002,ko01000	-	-	-	HisG,HisG_C
blr7526	224911.27355809	3.76e-245	674.0	COG0463@1|root,COG0463@2|Bacteria,1MWE5@1224|Proteobacteria,2TRRT@28211|Alphaproteobacteria,3JSQQ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	glycosyl transferase family 2	MA20_05865	-	-	ko:K20534	-	-	-	-	ko00000,ko01000,ko01005,ko02000	4.D.2.1.9	GT2	-	Glycos_transf_2
blr7527	224911.27355810	2.84e-204	565.0	COG3394@1|root,COG3394@2|Bacteria,1MX3P@1224|Proteobacteria,2TV3U@28211|Alphaproteobacteria,3JSVK@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	G	YdjC-like protein	-	-	3.5.1.105	ko:K03478	-	-	-	-	ko00000,ko01000	-	-	-	YdjC
blr7528	224911.27355811	1.48e-136	393.0	COG3416@1|root,COG3416@2|Bacteria,1P8CZ@1224|Proteobacteria,2U6C3@28211|Alphaproteobacteria,3JQZ9@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Uncharacterized protein conserved in bacteria (DUF2076)	-	-	-	ko:K09945	-	-	-	-	ko00000	-	-	-	DUF2076
bll7529	224911.27355812	4.66e-231	635.0	COG1376@1|root,COG1376@2|Bacteria,1MVYT@1224|Proteobacteria,2U60K@28211|Alphaproteobacteria,3JQSZ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	ErfK YbiS YcfS YnhG	-	-	-	-	-	-	-	-	-	-	-	-	YkuD
blr7530	224911.27355813	2.03e-181	506.0	COG3143@1|root,COG3143@2|Bacteria,1MW23@1224|Proteobacteria,2TTS0@28211|Alphaproteobacteria,3JSV0@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	NT	Chemotaxis phosphatase, CheZ	MA20_05885	-	-	ko:K03414	ko02030,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	CheZ
bll7531	224911.27355814	1.25e-147	415.0	2C86A@1|root,32VZQ@2|Bacteria,1MUVK@1224|Proteobacteria,2U1E4@28211|Alphaproteobacteria,3JS19@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	MA20_05890	-	-	-	-	-	-	-	-	-	-	-	-
bsr7532	224911.27355815	1.86e-63	194.0	COG0234@1|root,COG0234@2|Bacteria,1MZ2X@1224|Proteobacteria,2U9AQ@28211|Alphaproteobacteria,3JZFZ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	groS	GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009987,GO:0010033,GO:0035966,GO:0042221,GO:0043167,GO:0043169,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077	-	ko:K04078	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	Cpn10
blr7533	224911.27355816	0.0	1003.0	COG0459@1|root,COG0459@2|Bacteria,1MURR@1224|Proteobacteria,2TS07@28211|Alphaproteobacteria,3JSH9@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groL	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0016465,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0101031,GO:1990220	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	Cpn60_TCP1
blr7534	224911.27355817	0.0	884.0	2FJIR@1|root,34B87@2|Bacteria,1MUI1@1224|Proteobacteria,2TSUN@28211|Alphaproteobacteria,3JSV5@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll7535	224911.27355818	4.37e-107	308.0	COG3187@1|root,COG3187@2|Bacteria,1RGWB@1224|Proteobacteria,2U9ZH@28211|Alphaproteobacteria,3JZRF@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	META domain	MA20_05910	-	-	-	-	-	-	-	-	-	-	-	META
bll7536	224911.27355819	0.0	1036.0	COG1620@1|root,COG1620@2|Bacteria,1MV13@1224|Proteobacteria,2TQY1@28211|Alphaproteobacteria,3JT7Y@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	L-lactate permease	glcA	-	-	ko:K03303	-	-	-	-	ko00000,ko02000	2.A.14	-	-	Lactate_perm
blr7537	224911.27355820	0.0	1151.0	COG4178@1|root,COG4178@2|Bacteria,1MW09@1224|Proteobacteria,2TS9Q@28211|Alphaproteobacteria,3JQVA@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	ABC transporter	-	-	-	ko:K02471	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1.203.11,3.A.1.203.4	-	-	ABC_membrane_2,ABC_tran
bll7538	224911.27355821	7.65e-250	685.0	2DQY9@1|root,339CR@2|Bacteria,1NR8Y@1224|Proteobacteria,2U152@28211|Alphaproteobacteria,3JSVQ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Bacterial protein of unknown function (Gcw_chp)	-	-	-	-	-	-	-	-	-	-	-	-	Gcw_chp
bll7539	224911.27355822	4.31e-14	70.5	2BUTU@1|root,32Q5D@2|Bacteria,1RHEH@1224|Proteobacteria,2UAHS@28211|Alphaproteobacteria,3JZI1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll7540	224911.27355823	0.0	868.0	COG0247@1|root,COG0247@2|Bacteria,1MWTK@1224|Proteobacteria,2TR9H@28211|Alphaproteobacteria,3JSJD@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	Cysteine-rich domain	glcF	-	-	ko:K11473	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001	-	-	-	CCG,Fer4_7
bll7541	224911.27355824	1.21e-287	786.0	COG0277@1|root,COG0277@2|Bacteria,1MVYV@1224|Proteobacteria,2TRA7@28211|Alphaproteobacteria,3JVXW@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	FAD binding domain	glcE	-	-	ko:K11472	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001	-	-	-	FAD-oxidase_C,FAD_binding_4
blr7542	224911.27355825	5.39e-111	319.0	COG1359@1|root,COG1359@2|Bacteria,1RGK4@1224|Proteobacteria,2U81Q@28211|Alphaproteobacteria,3JZQ1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Antibiotic biosynthesis monooxygenase	-	-	-	-	-	-	-	-	-	-	-	-	ABM
