,accession,start,end,strand,gene_name,gene_name_2,gene_product,COG,uniprot,operon,regulator
blr5767,BA000040.2,6332940,6333263,+,blr5767,AAV28_RS25750,PilZ domain-containing protein,Signal transduction mechanisms,,Op3707,
blr5768,BA000040.2,6334008,6334511,+,blr5768,AAV28_RS25765,hypothetical protein,No COG annotation,,Op3710,
blr5769,BA000040.2,6334753,6335229,+,blr5769,AAV28_RS25770,hypothetical protein,No COG annotation,,Op3711,
blr5774,BA000040.2,6340434,6341720,+,blr5774,AAV28_RS25795,NAD(P)/FAD-dependent oxidoreductase,Function unknown,Q89I65,Op3714,FixK2
blr5775,BA000040.2,6341717,6342160,+,trxC,trxC,thioredoxin TrxC,"Post-translational modification, protein turnover, and chaperones",Q89I64,Op3714,FixK2
blr5777,BA000040.2,6342435,6342824,+,blr5777,AAV28_RS25810,DUF302 domain-containing protein,Function unknown,Q89I62,Op3715,
blr5778,BA000040.2,6342853,6344292,+,ccoG,ccoG,cytochrome c oxidase accessory protein CcoG,Energy production and conversion,Q89I61,Op3715,
blr5779,BA000040.2,6344456,6345625,+,blr5779,AAV28_RS25820,GNAT family N-acetyltransferase,Cell wall/membrane/envelope biogenesis,Q89I60,Op3716,
blr5786,BA000040.2,6353093,6353491,+,blr5786,AAV28_RS25860,hypothetical protein,No COG annotation,Q89I53,Op3723,
blr5788,BA000040.2,6354329,6354952,+,blr5788,AAV28_RS25870,hypothetical protein,No COG annotation,,Op3725,
blr5790,BA000040.2,6355822,6357219,+,blr5790,AAV28_RS25880,carotenoid oxygenase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q89I49,Op3727,
blr5792,BA000040.2,6357695,6358270,+,blr5792,AAV28_RS25890,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",Q89I47,Op3729,
blr5793,BA000040.2,6358283,6358837,+,blr5793,AAV28_RS25895,septation protein IspZ,"Cell cycle control, cell division, chromosome partitioning",Q89I46,Op3729,
blr5795,BA000040.2,6359253,6360170,+,blr5795,AAV28_RS25905,SH3 domain-containing protein,Function unknown,Q89I44,Op3730,
blr5797,BA000040.2,6362256,6362735,+,blr5797,AAV28_RS25915,hypothetical protein,No COG annotation,Q89I42,Op3732,
blr5799,BA000040.2,6363317,6363991,+,blr5799,AAV28_RS25920,isoprenylcysteine carboxylmethyltransferase family protein,"Post-translational modification, protein turnover, and chaperones",Q89I40,Op3734,
blr5802,BA000040.2,6365946,6367082,+,blr5802,AAV28_RS25935,NrtA/SsuA/CpmA family ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,Op3737,
blr5803,BA000040.2,6367073,6367921,+,blr5803,AAV28_RS25940,ABC transporter permease subunit,Inorganic ion transport and metabolism,,Op3737,
blr5804,BA000040.2,6367912,6368781,+,blr5804,AAV28_RS25945,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op3737,
blr5805,BA000040.2,6368843,6369595,+,blr5805,AAV28_RS25950,Crp/Fnr family transcriptional regulator,Transcription,,Op3738,
blr5815,BA000040.2,6379176,6380156,+,blr5815,AAV28_RS26000,flagellar biosynthetic protein FliO,"Cell cycle control, cell division, chromosome partitioning",Q89I24,Op3742,
blr5816,BA000040.2,6380153,6380905,+,fliP,fliP,flagellar type III secretion system pore protein FliP,Cell motility,Q89I23,Op3742,
blr5821,BA000040.2,6386956,6392226,+,blr5821,AAV28_RS26025,DUF5801 domain-containing protein,Cell wall/membrane/envelope biogenesis,,Op3746,
blr5827,BA000040.2,6396445,6397206,+,flgF,flgF,flagellar basal-body rod protein FlgF,Cell motility,Q89I12,Op3749,
blr5828,BA000040.2,6397223,6398011,+,flgG,flgG,flagellar basal-body rod protein FlgG,Cell motility,Q89I11,Op3749,
blr5829,BA000040.2,6398016,6399164,+,flgA,flgA,flagellar basal body P-ring formation chaperone FlgA,Cell motility,,Op3749,
blr5830,BA000040.2,6399168,6399932,+,flgH,flgH,flagellar basal body L-ring protein FlgH,Cell motility,Q89I09,Op3749,
blr5832,BA000040.2,6402239,6402619,+,blr5832,AAV28_RS26085,helix-turn-helix transcriptional regulator,Transcription,,Op3752,
blr5836,BA000040.2,6404242,6404613,+,blr5836,AAV28_RS26100,helix-turn-helix transcriptional regulator,Transcription,Q89I03,Op3755,
blr5838,BA000040.2,6405401,6406576,+,flgI,AAV28_RS26110,flagellar basal body P-ring protein FlgI,Cell motility,Q89I01,Op3757,
blr5839,BA000040.2,6406573,6406944,+,flgJ,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,Cell wall/membrane/envelope biogenesis,,Op3757,
blr5840,BA000040.2,6406956,6407453,+,blr5840,AAV28_RS26120,hypothetical protein,No COG annotation,Q89HZ9,Op3757,
blr5841,BA000040.2,6407612,6407971,+,blr5841,AAV28_RS26125,hypothetical protein,No COG annotation,Q89HZ8,Op3758,
blr5847,BA000040.2,6419172,6419612,+,flbT,flbT,flagellar biosynthesis repressor FlbT,Cell motility,Q89HZ2,Op3764,
blr5857,BA000040.2,6433540,6434097,+,blr5857,AAV28_RS26205,histidine phosphatase family protein,Signal transduction mechanisms,,Op3769,
blr5858,BA000040.2,6434163,6434588,+,blr5858,AAV28_RS26210,universal stress protein,Signal transduction mechanisms,Q89HY1,Op3770,
blr5860,BA000040.2,6435696,6437090,+,pdxQ3,AAV28_RS26220,PLP-dependent aminotransferase family protein,Transcription,,Op3772,
blr5863,BA000040.2,6438503,6438937,+,blr5863,AAV28_RS26235,hypothetical protein,No COG annotation,Q89HX6,Op3775,
blr5867,BA000040.2,6444012,6445094,+,blr5867,AAV28_RS26255,lysylphosphatidylglycerol synthase domain-containing protein,Function unknown,Q89HX2,Op3779,
blr5868,BA000040.2,6445196,6447148,+,blr5868,AAV28_RS26260,hypothetical protein,No COG annotation,Q89HX1,Op3780,
blr5869,BA000040.2,6447472,6448815,+,gudP,AAV28_RS26265,MFS transporter,Carbohydrate transport and metabolism,,Op3781,GulR
blr5870,BA000040.2,6448938,6449843,+,gulR,AAV28_RS26270,LysR substrate-binding domain-containing protein,Transcription,Q89HW9,Op3782,GulR
blr5871,BA000040.2,6449967,6450911,+,kdgD,kdgD,5-dehydro-4-deoxyglucarate dehydratase,Amino acid transport and metabolism,Q89HW8,Op3783,GulR
blr5872,BA000040.2,6450936,6452294,+,gudD,gudD,glucarate dehydratase,Cell wall/membrane/envelope biogenesis,Q89HW7,Op3783,GulR
blr5873,BA000040.2,6452318,6453766,+,blr5873,AAV28_RS26285,aldehyde dehydrogenase family protein,Energy production and conversion,Q89HW6,Op3783,GulR
blr5874,BA000040.2,6453880,6455421,+,garD,garD,galactarate dehydratase,Carbohydrate transport and metabolism,Q89HW5,Op3784,GulR
blr5877,BA000040.2,6458079,6459443,+,blr5877,AAV28_RS26310,HAMP domain-containing histidine kinase,Signal transduction mechanisms,Q89HW1,Op3786,
blr5878,BA000040.2,6457402,6458082,+,blr5878,AAV28_RS26305,response regulator transcription factor,Signal transduction mechanisms,Q89HW2,Op3786,
blr5879,BA000040.2,6459557,6459904,+,blr5879,AAV28_RS26315,hypothetical protein,No COG annotation,,Op3788,
blr5881,BA000040.2,6460795,6461940,+,blr5881,AAV28_RS26325,hypothetical protein,No COG annotation,,Op3790,
blr5884,BA000040.2,6464159,6464626,+,blr5884,AAV28_RS26340,acyl-CoA thioesterase,Function unknown,Q89HV5,Op3793,
blr5887,BA000040.2,6465911,6471622,+,blr5887,AAV28_RS26355,hypothetical protein,Cell motility,Q89HV2,Op3796,
blr5895,BA000040.2,6480873,6481868,+,blr5895,AAV28_RS26390,dipeptide epimerase,Cell wall/membrane/envelope biogenesis,Q89HU4,Op3800,
blr5897,BA000040.2,6483062,6484507,+,blr5897,AAV28_RS26400,hypothetical protein,No COG annotation,,Op3802,
blr5901,BA000040.2,6486605,6488425,+,blr5901,AAV28_RS26420,caspase family protein,Function unknown,,Op3806,
blr5906,BA000040.2,6492718,6494748,+,blr5906,AAV28_RS26445,PAS domain-containing hybrid sensor histidine kinase/response regulator,Signal transduction mechanisms,,Op3810,
blr5909,BA000040.2,6496200,6496619,+,blr5909,AAV28_RS26460,CHRD domain-containing protein,Cell wall/membrane/envelope biogenesis,Q89HT0,Op3813,
blr5910,BA000040.2,6496786,6497160,+,blr5910,AAV28_RS26465,hypothetical protein,No COG annotation,,Op3815,
blr5915,BA000040.2,6503947,6504459,+,blr5915,AAV28_RS26495,hypothetical protein,Transcription,Q89HS5,Op3821,
blr5921,BA000040.2,6511334,6512293,+,blr5921,AAV28_RS26525,flippase-like domain-containing protein,Function unknown,Q89HR9,Op3825,
blr5922,BA000040.2,6512290,6513309,+,blr5922,AAV28_RS26530,glycosyltransferase family 4 protein,Cell wall/membrane/envelope biogenesis,Q89HR8,Op3825,
blr5929,BA000040.2,6521379,6522449,+,waaF,waaF,lipopolysaccharide heptosyltransferase II,Cell wall/membrane/envelope biogenesis,Q89HR1,Op3828,
blr5931,BA000040.2,6523784,6524806,+,galE,galE,UDP-glucose 4-epimerase GalE,Cell wall/membrane/envelope biogenesis,,Op3830,
blr5932,BA000040.2,6524925,6526727,+,blr5932,AAV28_RS26580,ABC transporter ATP-binding protein/permease,Defense mechanisms,Q89HQ8,Op3831,
blr5933,BA000040.2,6526763,6527464,+,blr5933,AAV28_RS26585,fumarylacetoacetate hydrolase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q89HQ7,Op3831,
blr5937,BA000040.2,6530515,6531225,+,blr5937,AAV28_RS26605,SDR family oxidoreductase,Lipid transport and metabolism,Q89HQ3,Op3835,
blr5939,BA000040.2,6531478,6532746,+,blr5939,AAV28_RS26615,YbfB/YjiJ family MFS transporter,Amino acid transport and metabolism,,Op3836,
blr5947,BA000040.2,6540621,6542339,+,blr5947,AAV28_RS26655,caspase family protein,Function unknown,Q89HP3,Op3842,
blr5954,BA000040.2,6548535,6549161,+,blr5954,,,No COG annotation,,+,
blr5956,BA000040.2,6550346,6551185,+,blr5956,AAV28_RS26700,uroporphyrinogen-III synthase,Coenzyme transport and metabolism,Q89HN4,Op3847,
blr5960,BA000040.2,6555830,6556981,+,blr5960,AAV28_RS26715,MFS transporter,Amino acid transport and metabolism,,Op3849,
blr5962,BA000040.2,6558003,6558824,+,blr5962,AAV28_RS26725,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Q89HM8,Op3851,PhaR
blr5963,BA000040.2,6558821,6560752,+,blr5963,AAV28_RS26730,long-chain fatty acid--CoA ligase,Lipid transport and metabolism,Q89HM7,Op3851,
blr5964,BA000040.2,6560831,6561724,+,blr5964,AAV28_RS26735,branched-chain amino acid ABC transporter permease,Amino acid transport and metabolism,Q89HM6,Op3852,
blr5965,BA000040.2,6561728,6562801,+,blr5965,AAV28_RS26740,branched-chain amino acid ABC transporter permease,Amino acid transport and metabolism,Q89HM5,Op3852,
blr5966,BA000040.2,6562849,6564132,+,blr5966,AAV28_RS26745,ABC transporter substrate-binding protein,Amino acid transport and metabolism,Q89HM4,Op3853,
blr5967,BA000040.2,6564227,6565123,+,blr5967,AAV28_RS26750,ABC transporter ATP-binding protein,Amino acid transport and metabolism,,Op3854,
blr5969,BA000040.2,6566430,6567863,+,blr5969,,,Coenzyme transport and metabolism,,+,
blr5970,BA000040.2,6567867,6569243,+,blr5970,AAV28_RS26765,CBS domain-containing protein,Function unknown,Q89HM0,Op3857,
blr5971,BA000040.2,6569260,6571185,+,blr5971,AAV28_RS26770,N-acetylneuraminate synthase family protein,Cell wall/membrane/envelope biogenesis,,Op3857,
blr5972,BA000040.2,6571185,6571874,+,neuA,AAV28_RS26775,acylneuraminate cytidylyltransferase family protein,Cell wall/membrane/envelope biogenesis,Q89HL8,Op3857,
blr5973,BA000040.2,6571840,6572631,+,blr5973,AAV28_RS26780,SDR family oxidoreductase,Lipid transport and metabolism,,Op3857,
blr5974,BA000040.2,6572628,6573476,+,blr5974,AAV28_RS26785,sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,Q89HL6,Op3857,
blr5975,BA000040.2,6573473,6574234,+,blr5975,AAV28_RS26790,SDR family oxidoreductase,Lipid transport and metabolism,Q89HL5,Op3857,
blr5976,BA000040.2,6574249,6575088,+,blr5976,AAV28_RS26795,SDR family oxidoreductase,Lipid transport and metabolism,Q89HL4,Op3857,
blr5981,BA000040.2,6579267,6580310,+,blr5981,AAV28_RS26820,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,,Op3859,
blr5985,BA000040.2,6583344,6583919,+,blr5985,,,No COG annotation,,+,
blr5986,BA000040.2,6583909,6584253,+,blr5986,AAV28_RS26840,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3862,
blr5987,BA000040.2,6584305,6586815,+,blr5987,AAV28_RS26845,hypothetical protein,No COG annotation,Q89HK3,Op3863,
blr5988,BA000040.2,6586873,6588096,+,blr5988,AAV28_RS26850,HAD-IIIA family hydrolase,Amino acid transport and metabolism,,Op3864,
blr5989,BA000040.2,6588231,6589250,+,blr5989,AAV28_RS26855,NAD-dependent 4%2C6-dehydratase LegB,Cell wall/membrane/envelope biogenesis,Q89HK1,Op3865,
blr5990,BA000040.2,6589243,6590463,+,blr5990,AAV28_RS26860,LegC family aminotransferase,Amino acid transport and metabolism,Q89HK0,Op3865,
blr5991,BA000040.2,6590456,6591634,+,neuC,neuC,UDP-N-acetylglucosamine 2-epimerase,Cell wall/membrane/envelope biogenesis,Q89HJ9,Op3865,
blr5992,BA000040.2,6591631,6592701,+,neuB,neuB,N-acetylneuraminate synthase,Cell wall/membrane/envelope biogenesis,Q89HJ8,Op3865,
blr5994,BA000040.2,6593431,6594522,+,blr5994,AAV28_RS26880,nucleotidyltransferase family protein,"Translation, ribosomal structure and biogenesis",,Op3867,
blr5995,BA000040.2,6594519,6595427,+,neuA,AAV28_RS26885,Gfo/Idh/MocA family oxidoreductase,Function unknown,Q89HJ5,Op3867,
blr5996,BA000040.2,6595424,6596125,+,ptmB,AAV28_RS26890,acylneuraminate cytidylyltransferase family protein,Cell wall/membrane/envelope biogenesis,H7C812,Op3867,
blr5997,BA000040.2,6596139,6596960,+,blr5997,AAV28_RS26895,SDR family oxidoreductase,Lipid transport and metabolism,Q89HJ4,Op3867,
blr5998,BA000040.2,6596971,6598494,+,psmA,AAV28_RS26900,oligosaccharide flippase family protein,Function unknown,Q89HJ3,Op3867,
blr5999,BA000040.2,6598495,6599379,+,blr5999,AAV28_RS26905,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",Q89HJ2,Op3867,
blr6000,BA000040.2,6599376,6600308,+,blr6000,AAV28_RS26910,hypothetical protein,No COG annotation,Q89HJ1,Op3867,
blr6001,BA000040.2,6600347,6601720,+,blr6001,AAV28_RS26915,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op3867,
blr6002,BA000040.2,6601724,6603127,+,blr6002,AAV28_RS26920,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q89HI9,Op3867,
blr6003,BA000040.2,6603139,6603888,+,blr6003,AAV28_RS26925,glycosyltransferase,Cell wall/membrane/envelope biogenesis,Q89HI8,Op3867,
blr6004,BA000040.2,6604046,6605008,+,blr6004,AAV28_RS26930,SDR family oxidoreductase,Carbohydrate transport and metabolism,Q89HI7,Op3868,
blr6005,BA000040.2,6605051,6606364,+,blr6005,AAV28_RS26935,hypothetical protein,No COG annotation,Q89HI6,Op3869,
blr6013,BA000040.2,6614927,6618514,+,blr6013,AAV28_RS26975,autotransporter domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3874,
blr6022,BA000040.2,6626390,6628771,+,gspD,gspD,type II secretion system secretin GspD,Cell motility,Q89HG9,Op3879,
blr6023,BA000040.2,6628776,6629372,+,blr6023,AAV28_RS27030,A24 family peptidase,Cell motility,Q89HG8,Op3879,
blr6028,BA000040.2,6635348,6635650,+,blr6028,AAV28_RS27055,hypothetical protein,No COG annotation,Q89HG3,Op3884,
blr6029,BA000040.2,6635775,6637004,+,blr6029,AAV28_RS27060,CoA transferase,Energy production and conversion,,Op3885,
blr6040,BA000040.2,6651112,6651858,+,blr6040,AAV28_RS27115,GntR family transcriptional regulator,Transcription,,Op3895,bll4368
blr6041,BA000040.2,6651962,6654937,+,blr6041,AAV28_RS27120,FAD-binding oxidoreductase,Energy production and conversion,Q89HF0,Op3896,bll4368
blr6042,BA000040.2,6654930,6655358,+,blr6042,AAV28_RS27125,heme-binding protein,Function unknown,Q89HE9,Op3896,bll4368
blr6045,BA000040.2,6658682,6659662,+,blr6045,AAV28_RS27140,tripartite tricarboxylate transporter substrate binding protein,Function unknown,,Op3899,
blr6046,BA000040.2,6659678,6660145,+,blr6046,AAV28_RS27145,(2Fe-2S)-binding protein,Energy production and conversion,Q89HE5,Op3899,
blr6047,BA000040.2,6660142,6662268,+,blr6047,AAV28_RS27150,molybdopterin-dependent oxidoreductase,Energy production and conversion,Q89HE4,Op3899,
blr6048,BA000040.2,6662265,6662963,+,blr6048,AAV28_RS27155,substrate-binding domain-containing protein,Inorganic ion transport and metabolism,Q89HE3,Op3899,
blr6052,BA000040.2,6665384,6667282,+,blr6052,AAV28_RS27170,cache domain-containing protein,Signal transduction mechanisms,Q89HD9,Op3902,
blr6053,BA000040.2,6667279,6668559,+,blr6053,AAV28_RS27175,ABC transporter substrate-binding protein,Amino acid transport and metabolism,,Op3902,
blr6059,BA000040.2,6674383,6675411,+,blr6059,AAV28_RS27205,cyclase family protein,Function unknown,,Op3907,
blr6062,BA000040.2,6677525,6677842,+,blr6062,AAV28_RS27220,cytochrome c,Energy production and conversion,Q89HD1,Op3910,"FixK,FnrN,AadR"
blr6067,BA000040.2,6681325,6681813,+,blr6067,AAV28_RS27245,hypothetical protein,No COG annotation,Q89HC7,Op3912,FixK2
blr6070,BA000040.2,6685721,6686704,+,blr6070,AAV28_RS27260,zinc-dependent alcohol dehydrogenase family protein,Function unknown,Q89HC4,Op3915,"FixK,FnrN,AadR"
blr6071,BA000040.2,6686729,6688261,+,blr6071,AAV28_RS27265,bifunctional aminoglycoside phosphotransferase/ATP-binding protein,Function unknown,Q89HC3,Op3915,"FixK,FnrN,AadR"
blr6072,BA000040.2,6688277,6689251,+,blr6072,AAV28_RS27270,CHAD domain-containing protein,Function unknown,Q89HC2,Op3915,
blr6074,BA000040.2,6691300,6692028,+,blr6074,AAV28_RS27280,CBS domain-containing protein,Function unknown,Q89HC0,Op3917,FixK2
blr6078,BA000040.2,6695023,6696324,+,blr6078,AAV28_RS27300,ABC transporter substrate-binding protein,Amino acid transport and metabolism,,Op3920,
blr6079,BA000040.2,6696352,6696807,+,blr6079,AAV28_RS27305,cupin domain-containing protein,Carbohydrate transport and metabolism,Q89HB5,Op3920,
blr6083,BA000040.2,6700179,6701042,+,blr6083,,,Lipid transport and metabolism,,+,
blr6084,BA000040.2,6701005,6702294,+,blr6084,AAV28_RS27330,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,Q89HB0,Op3924,
blr6085,BA000040.2,6702297,6703832,+,blr6085,AAV28_RS27335,AMP-binding protein,Lipid transport and metabolism,Q89HA9,Op3924,
blr6086,BA000040.2,6703970,6704917,+,blr6086,AAV28_RS27340,NAD/NADP-dependent octopine/nopaline dehydrogenase family protein,Energy production and conversion,,Op3924,
blr6087,BA000040.2,6704921,6705913,+,blr6087,AAV28_RS27345,3-hydroxybutyryl-CoA dehydrogenase,Lipid transport and metabolism,Q89HA7,Op3924,
blr6094,BA000040.2,6712412,6713353,+,blr6094,AAV28_RS27380,NAD(P)-dependent oxidoreductase,Lipid transport and metabolism,,Op3927,
blr6103,BA000040.2,6720076,6721611,+,blr6103,AAV28_RS27425,FAD-dependent monooxygenase,Energy production and conversion,Q89H91,Op3933,
blr6106,BA000040.2,6724156,6724581,+,blr6106,AAV28_RS27440,hypothetical protein,No COG annotation,,Op3938,
blr6107,BA000040.2,6724554,6725285,+,blr6107,AAV28_RS27445,SOS response-associated peptidase,Function unknown,,Op3938,
blr6113,BA000040.2,6728154,6728717,+,blr6113,,,No COG annotation,,+,
blr6116,BA000040.2,6730071,6730373,+,blr6116,,,No COG annotation,,+,
blr6117,BA000040.2,6730360,6731712,+,blr6117,AAV28_RS27485,divalent metal cation transporter,Inorganic ion transport and metabolism,,Op3948,
blr6118,BA000040.2,6731979,6733445,+,blr6118,AAV28_RS27495,mandelate racemase/muconate lactonizing enzyme family protein,Cell wall/membrane/envelope biogenesis,,Op3950,
blr6123,BA000040.2,6736866,6737327,+,blr6123,,,No COG annotation,,+,PhyR
blr6126,BA000040.2,6741503,6743299,+,blr6126,AAV28_RS27535,ShlB/FhaC/HecB family hemolysin secretion/activation protein,"Intracellular trafficking, secretion, and vesicular transport",Q89H68,Op3957,
